,KW ID,new_bid
0,371462857,3.759074873525352
1,540282177,4.774459862845268
2,518188218,3.4968738436556515
3,698853859,5.661786282810963
4,534068489,4.109052485132516
5,624346436,6.0226026881692025
6,590357364,7.757237416767783
7,561522912,6.0226026881692025
8,516860658,6.848998747685506
9,486105700,6.0226026881692025
10,448962360,11.428528694251115
11,472735902,10.31136675290141
12,395816939,9.697054900858701
13,358015960,5.963156307851733
14,340390329,5.49421749224459
15,452772197,4.719354577501116
16,323755079,10.073663390032575
17,471394741,7.5104952132280545
18,544768380,5.221312153189568
19,609990731,5.814339737702018
20,535446182,4.414234284568881
21,647828098,4.414234284568881
22,139891896,6.0226026881692025
23,158812592,6.0226026881692025
24,627788690,6.848998747685506
25,898448127,11.743400921967272
26,341579136,4.244066696635709
27,386899557,7.603356752067365
28,494708940,7.251692332728178
29,427359232,4.545438319544282
30,499864847,4.545438319544282
31,276896596,5.712547403602354
32,157538763,6.0226026881692025
33,552662843,6.0226026881692025
34,191843995,11.530070497708818
35,532409887,5.351163897595556
36,712621870,8.287333153320175
37,282744758,4.166213023060564
38,139563662,4.107099185407426
39,175949674,4.719354577501116
40,607692757,6.0226026881692025
41,725959254,2.8793680766470744
42,484440977,3.759074873525352
43,258078001,10.2925010740826
44,830667529,3.4968738436556515
45,814500188,9.722179932250677
46,155055720,6.562474944347546
47,834424426,6.0226026881692025
48,482224358,4.669360388583261
49,530999646,6.0226026881692025
50,635234156,6.0226026881692025
51,715543838,7.601275523109219
52,392152152,7.3889836571290335
53,478344121,6.0226026881692025
54,613695502,6.023169230204497
55,798338152,7.12056745925382
56,361906971,3.1243847663114668
57,496713409,6.0226026881692025
58,166671758,3.5902139746093793
59,623806740,6.0226026881692025
60,488606427,6.0226026881692025
61,274161105,4.9747498987713445
62,619188043,6.0226026881692025
63,150336449,6.0226026881692025
64,438489756,7.234491880157498
65,707207474,10.183441424862272
66,291598333,3.9418567514160676
67,512412064,3.9418567514160676
68,723488561,9.300443282111084
69,873542194,6.0226026881692025
70,212899410,5.990897420009278
71,589496081,6.0226026881692025
72,130254722,6.0226026881692025
73,330925092,3.9614757094827198
74,438756107,6.204375336353866
75,150956307,11.549628389265477
76,227199773,5.02984838873761
77,618271606,6.0226026881692025
78,511510126,5.123310104717113
79,732254614,6.9513229102113145
80,573143314,10.194693518382646
81,685539683,8.207524440906779
82,674618624,10.006155266050207
83,764240437,5.522482367160966
84,224961063,5.49421749224459
85,527959196,3.697906083741494
86,454561515,5.661786282810963
87,411373036,3.9939487293196327
88,379056213,6.0226026881692025
89,187873847,6.0226026881692025
90,211278662,6.0226026881692025
91,465369564,3.9556119441438398
92,104777447,6.0226026881692025
93,336398094,4.292674138734907
94,229852632,8.340640842518894
95,215316710,10.05522174824247
96,338379336,6.0226026881692025
97,452060928,6.0226026881692025
98,311126636,6.0226026881692025
99,155657300,6.0226026881692025
100,277419587,7.502151740649326
101,161578444,6.0226026881692025
102,356063443,6.152762974385293
103,626721899,3.7977010871199486
104,570266655,4.545438319544282
105,458653978,4.545438319544282
106,375767985,11.476236760536619
107,165263458,3.7283968119197035
108,179347600,3.7993603484683183
109,771363373,4.9747498987713445
110,756517473,10.463914611203753
111,381982570,6.0226026881692025
112,890982826,3.7058252865395698
113,140495032,7.127429912221877
114,372569534,4.083969335087827
115,580695755,6.0226026881692025
116,243125624,6.0226026881692025
117,288387429,3.578662035844865
118,475823127,6.0226026881692025
119,578871374,5.9629845346132475
120,817979115,3.9418567514160676
121,772779824,8.883696929153269
122,362982372,5.848745001412303
123,176818544,5.848745001412303
124,458844760,9.418692061875703
125,156122058,11.46828772685385
126,288229530,6.0226026881692025
127,307454641,6.0226026881692025
128,733264287,5.488408738747238
129,351565809,3.9614757094827198
130,811670976,4.846934862613387
131,550124274,5.02984838873761
132,488250221,6.0226026881692025
133,410118575,3.234544879940392
134,733277810,6.0226026881692025
135,530895204,6.683681623464396
136,235773953,6.0226026881692025
137,376544533,3.265535479250104
138,896438626,5.94482540016778
139,585873763,5.661786282810963
140,345874251,11.613254710672047
141,249677406,8.852000799041154
142,804904046,6.0226026881692025
143,165894812,6.0226026881692025
144,103946435,5.160678665807141
145,193723089,4.292674138734907
146,386274175,3.5040875346437277
147,549764221,6.316961695829416
148,384944164,5.186521692316267
149,455583045,3.3316550882142644
150,494347816,6.0226026881692025
